subject,true_answer,model,ans_clean,clean_correct,ans_T1.2-Backspace-Mid2,correct_T1.2-Backspace-Mid2,dsr_T1.2-Backspace-Mid2,changed_T1.2-Backspace-Mid2,halluc_T1.2-Backspace-Mid2,ans_T1.2-ZWSP-Mid2,correct_T1.2-ZWSP-Mid2,dsr_T1.2-ZWSP-Mid2,changed_T1.2-ZWSP-Mid2,halluc_T1.2-ZWSP-Mid2,ans_T1.2-Backspace-High5,correct_T1.2-Backspace-High5,dsr_T1.2-Backspace-High5,changed_T1.2-Backspace-High5,halluc_T1.2-Backspace-High5,ans_T1.2-Backspace-Start,correct_T1.2-Backspace-Start,dsr_T1.2-Backspace-Start,changed_T1.2-Backspace-Start,halluc_T1.2-Backspace-Start,ans_T4.4-Standard-End5,correct_T4.4-Standard-End5,dsr_T4.4-Standard-End5,changed_T4.4-Standard-End5,halluc_T4.4-Standard-End5,ans_T4.4-High-End10,correct_T4.4-High-End10,dsr_T4.4-High-End10,changed_T4.4-High-End10,halluc_T4.4-High-End10,ans_T4.4-Mixed-End,correct_T4.4-Mixed-End,dsr_T4.4-Mixed-End,changed_T4.4-Mixed-End,halluc_T4.4-Mixed-End,ans_T4.4-Standard-Mid5,correct_T4.4-Standard-Mid5,dsr_T4.4-Standard-Mid5,changed_T4.4-Standard-Mid5,halluc_T4.4-Standard-Mid5,honey_detected_T3.2-SetB-SHY-5,honey_detected_T3.2-SetA-ESC-5,honey_detected_T3.2-SetB-SHY-High10,honey_detected_T3.2-Homoglyph
high_school_computer_science,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
high_school_computer_science,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_computer_science,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
high_school_computer_science,B,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,D,False,False,True,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,B,True,False,True,False,B,True,False,True,False,True,True,True,True
high_school_computer_science,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_european_history,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_european_history,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_european_history,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_european_history,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
high_school_european_history,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
high_school_geography,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,False,True,True,True
high_school_geography,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
high_school_geography,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_geography,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,B,False,True,True,False,A,True,False,False,False,B,False,True,True,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,B,False,True,True,False,A,True,False,False,False,True,True,False,True
high_school_geography,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,False,True
high_school_government_and_politics,C,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,C,True,False,True,False,C,True,False,True,False,C,True,False,True,False,D,False,False,False,False,True,True,True,True
high_school_government_and_politics,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_government_and_politics,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,A,False,True,True,False,True,True,True,True
high_school_government_and_politics,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,A,False,True,True,False,C,True,False,False,False,True,False,True,True
high_school_government_and_politics,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_macroeconomics,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,False,True,True,True
high_school_macroeconomics,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_macroeconomics,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_macroeconomics,B,Qwen/Qwen2.5-1.5B-Instruct,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,False,True
high_school_macroeconomics,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,A,False,True,True,False,A,False,True,True,False,D,True,False,False,False,True,True,True,True
high_school_mathematics,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_mathematics,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,False,True,True,True
high_school_mathematics,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
high_school_mathematics,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,B,False,True,True,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_mathematics,D,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,C,False,False,True,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_microeconomics,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,A,False,True,True,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_microeconomics,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_microeconomics,D,Qwen/Qwen2.5-1.5B-Instruct,A,False,B,False,False,True,False,A,False,False,False,False,B,False,False,True,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,B,False,False,True,False,True,True,True,True
high_school_microeconomics,D,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,D,True,False,True,False,C,False,False,False,False,C,False,False,False,False,D,True,False,True,False,D,True,False,True,False,C,False,False,False,False,True,True,True,True
high_school_microeconomics,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_physics,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
high_school_physics,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,B,False,True,True,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_physics,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,C,False,True,True,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,False,True,True
high_school_physics,D,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_physics,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,B,False,True,True,False,C,False,True,True,False,C,False,True,True,False,B,False,True,True,False,A,True,False,False,False,True,True,True,True
high_school_psychology,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_psychology,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_psychology,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_psychology,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,C,True,False,True,False,B,False,False,False,False,B,False,False,False,False,D,False,False,True,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_psychology,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_statistics,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_statistics,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_statistics,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_statistics,A,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,B,False,False,True,False,False,True,True,True
high_school_statistics,D,Qwen/Qwen2.5-1.5B-Instruct,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
high_school_us_history,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_us_history,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,A,False,True,True,False,A,False,True,True,False,A,False,True,True,False,A,False,True,True,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,A,False,True,True,False,True,True,True,True
high_school_us_history,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_us_history,D,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,D,True,False,True,False,C,False,False,False,False,True,True,True,True
high_school_us_history,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,A,False,True,True,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,A,False,True,True,False,True,True,True,True
high_school_world_history,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_world_history,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_world_history,D,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_world_history,B,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
high_school_world_history,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
human_aging,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
human_aging,B,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,B,True,False,True,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,B,True,False,True,False,B,True,False,True,False,True,True,True,True
human_aging,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
human_aging,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
human_aging,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
human_sexuality,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
human_sexuality,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
human_sexuality,C,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,C,True,False,True,False,A,False,False,True,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,C,True,False,True,False,True,True,True,True
human_sexuality,D,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
human_sexuality,D,Qwen/Qwen2.5-1.5B-Instruct,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
international_law,C,Qwen/Qwen2.5-1.5B-Instruct,A,False,B,False,False,True,False,B,False,False,True,False,A,False,False,False,False,A,False,False,False,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,True,True,True,True
international_law,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
international_law,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
international_law,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,A,False,True,True,False,A,False,True,True,False,B,True,False,False,False,A,False,True,True,False,B,True,False,False,False,A,False,True,True,False,B,True,False,False,False,True,True,True,True
international_law,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
jurisprudence,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
jurisprudence,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
jurisprudence,A,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,B,False,False,True,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
jurisprudence,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,D,False,True,True,False,B,True,False,False,False,D,False,True,True,False,B,True,False,False,False,D,False,True,True,False,D,False,True,True,False,True,True,True,True
jurisprudence,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
logical_fallacies,C,Qwen/Qwen2.5-1.5B-Instruct,A,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,A,False,False,False,False,B,False,False,True,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
logical_fallacies,A,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,A,True,False,True,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,False,True
logical_fallacies,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,False,True,True,True
logical_fallacies,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,A,False,True,True,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
logical_fallacies,B,Qwen/Qwen2.5-1.5B-Instruct,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,False,True,True,True
machine_learning,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
machine_learning,C,Qwen/Qwen2.5-1.5B-Instruct,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
machine_learning,A,Qwen/Qwen2.5-1.5B-Instruct,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
machine_learning,A,Qwen/Qwen2.5-1.5B-Instruct,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
machine_learning,B,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,False,True
management,A,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,False,True
management,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
management,D,Qwen/Qwen2.5-1.5B-Instruct,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
management,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,B,False,True,True,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,False,True,True,True
management,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,False,True,True
marketing,D,Qwen/Qwen2.5-1.5B-Instruct,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
marketing,A,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,False,True,True,True
marketing,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,D,False,True,True,False,C,True,False,False,False,True,True,False,True
marketing,A,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,C,False,False,True,False,D,False,False,False,False,D,False,False,False,False,False,False,True,True
marketing,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,D,False,True,True,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
medical_genetics,A,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
medical_genetics,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
medical_genetics,B,Qwen/Qwen2.5-1.5B-Instruct,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,A,False,True,True,False,True,True,True,True
medical_genetics,A,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
medical_genetics,C,Qwen/Qwen2.5-1.5B-Instruct,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
miscellaneous,B,Qwen/Qwen2.5-1.5B-Instruct,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
