subject,true_answer,model,ans_clean,clean_correct,ans_T1.2-Backspace-Mid2,correct_T1.2-Backspace-Mid2,dsr_T1.2-Backspace-Mid2,changed_T1.2-Backspace-Mid2,halluc_T1.2-Backspace-Mid2,ans_T1.2-ZWSP-Mid2,correct_T1.2-ZWSP-Mid2,dsr_T1.2-ZWSP-Mid2,changed_T1.2-ZWSP-Mid2,halluc_T1.2-ZWSP-Mid2,ans_T1.2-Backspace-High5,correct_T1.2-Backspace-High5,dsr_T1.2-Backspace-High5,changed_T1.2-Backspace-High5,halluc_T1.2-Backspace-High5,ans_T1.2-Backspace-Start,correct_T1.2-Backspace-Start,dsr_T1.2-Backspace-Start,changed_T1.2-Backspace-Start,halluc_T1.2-Backspace-Start,ans_T4.4-Standard-End5,correct_T4.4-Standard-End5,dsr_T4.4-Standard-End5,changed_T4.4-Standard-End5,halluc_T4.4-Standard-End5,ans_T4.4-High-End10,correct_T4.4-High-End10,dsr_T4.4-High-End10,changed_T4.4-High-End10,halluc_T4.4-High-End10,ans_T4.4-Mixed-End,correct_T4.4-Mixed-End,dsr_T4.4-Mixed-End,changed_T4.4-Mixed-End,halluc_T4.4-Mixed-End,ans_T4.4-Standard-Mid5,correct_T4.4-Standard-Mid5,dsr_T4.4-Standard-Mid5,changed_T4.4-Standard-Mid5,halluc_T4.4-Standard-Mid5,honey_detected_T3.2-SetB-SHY-5,honey_detected_T3.2-SetA-ESC-5,honey_detected_T3.2-SetB-SHY-High10,honey_detected_T3.2-Homoglyph
high_school_computer_science,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,False,True
high_school_computer_science,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,D,False,True,True,False,D,False,True,True,False,A,True,False,False,False,True,True,True,True
high_school_computer_science,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,False,True,True,True
high_school_computer_science,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,C,False,False,True,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,False,True
high_school_computer_science,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_european_history,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_european_history,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_european_history,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_european_history,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,B,True,False,True,False,B,True,False,True,False,A,False,False,False,False,True,True,False,True
high_school_european_history,B,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
high_school_geography,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_geography,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,A,False,True,True,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,A,False,True,True,False,True,True,False,True
high_school_geography,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_geography,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,False,False,True,True
high_school_geography,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
high_school_government_and_politics,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_government_and_politics,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,False,True
high_school_government_and_politics,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,D,True,False,True,False,A,False,False,True,False,A,False,False,True,False,C,False,False,False,False,True,True,True,True
high_school_government_and_politics,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_government_and_politics,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,False,True,True,True
high_school_macroeconomics,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,C,False,True,True,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_macroeconomics,D,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,D,True,False,True,False,True,True,True,True
high_school_macroeconomics,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,D,True,False,True,False,D,True,False,True,False,D,True,False,True,False,D,True,False,True,False,C,False,False,False,False,C,False,False,False,False,D,True,False,True,False,D,True,False,True,False,False,True,False,True
high_school_macroeconomics,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
high_school_macroeconomics,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,B,False,False,True,False,True,True,True,True
high_school_mathematics,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,A,False,True,True,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,A,False,True,True,False,True,False,False,True
high_school_mathematics,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,False,True,True,True
high_school_mathematics,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,False,True,True,True
high_school_mathematics,C,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,False,True,True
high_school_mathematics,D,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,D,True,False,True,False,D,True,False,True,False,A,False,False,True,False,B,False,False,False,False,False,True,False,True
high_school_microeconomics,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
high_school_microeconomics,D,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,D,True,False,True,False,D,True,False,True,False,D,True,False,True,False,B,False,False,False,False,False,True,False,True
high_school_microeconomics,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,A,False,True,True,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_microeconomics,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,A,False,False,True,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,False,True,True,True
high_school_microeconomics,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
high_school_physics,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
high_school_physics,A,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_physics,A,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
high_school_physics,D,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,True,True
high_school_physics,A,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,False,True,True,True
high_school_psychology,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_psychology,A,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
high_school_psychology,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,False,True
high_school_psychology,C,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,False,True,True
high_school_psychology,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
high_school_statistics,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_statistics,A,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,False,True,True
high_school_statistics,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,False,True,True,True
high_school_statistics,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,False,True,True,True
high_school_statistics,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
high_school_us_history,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,False,True,True,True
high_school_us_history,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,False,True
high_school_us_history,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_us_history,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,False,True
high_school_us_history,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,C,True,False,True,False,C,True,False,True,False,C,True,False,True,False,C,True,False,True,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,C,True,False,True,False,True,False,True,True
high_school_world_history,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
high_school_world_history,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
high_school_world_history,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,False,True
high_school_world_history,B,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
high_school_world_history,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
human_aging,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
human_aging,B,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,True,True,True,True
human_aging,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
human_aging,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
human_aging,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
human_sexuality,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,False,True,True
human_sexuality,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
human_sexuality,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
human_sexuality,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,C,False,False,True,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
human_sexuality,D,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,D,True,False,True,False,D,True,False,True,False,D,True,False,True,False,True,False,True,True
international_law,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
international_law,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,C,False,True,True,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
international_law,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
international_law,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,False,True
international_law,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
jurisprudence,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
jurisprudence,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,A,False,True,True,False,B,True,False,False,False,False,True,True,True
jurisprudence,A,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,B,False,False,False,False,True,True,False,True
jurisprudence,B,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,True,True,True,True
jurisprudence,A,mistralai/Mistral-7B-Instruct-v0.3,C,False,A,True,False,True,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,A,True,False,True,False,A,True,False,True,False,B,False,False,True,False,True,True,True,True
logical_fallacies,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
logical_fallacies,A,mistralai/Mistral-7B-Instruct-v0.3,B,False,B,False,False,False,False,C,False,False,True,False,B,False,False,False,False,C,False,False,True,False,B,False,False,False,False,C,False,False,True,False,B,False,False,False,False,A,True,False,True,False,True,True,False,True
logical_fallacies,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,D,False,True,True,False,D,False,True,True,False,D,False,True,True,False,D,False,True,True,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,D,False,True,True,False,False,False,True,True
logical_fallacies,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,True,True
logical_fallacies,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,A,False,True,True,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,A,False,True,True,False,B,True,False,False,False,True,True,True,True
machine_learning,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,False,True
machine_learning,C,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,False,True,True
machine_learning,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
machine_learning,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,B,False,True,True,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,True,True
machine_learning,B,mistralai/Mistral-7B-Instruct-v0.3,C,False,B,True,False,True,False,C,False,False,False,False,B,True,False,True,False,B,True,False,True,False,B,True,False,True,False,B,True,False,True,False,B,True,False,True,False,C,False,False,False,False,False,True,True,True
management,A,mistralai/Mistral-7B-Instruct-v0.3,D,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,C,False,False,True,False,D,False,False,False,False,C,False,False,True,False,D,False,False,False,False,False,True,False,True
management,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,False,False,True,True
management,D,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,False,True,True,True
management,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,False,True,True,True
management,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
marketing,D,mistralai/Mistral-7B-Instruct-v0.3,D,True,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,D,True,False,False,False,True,True,False,True
marketing,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,False,True
marketing,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,False,True,False,True
marketing,A,mistralai/Mistral-7B-Instruct-v0.3,C,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,C,False,False,False,False,A,True,False,True,False,True,True,True,True
marketing,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,False,True
medical_genetics,A,mistralai/Mistral-7B-Instruct-v0.3,A,True,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,A,True,False,False,False,True,True,False,True
medical_genetics,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
medical_genetics,B,mistralai/Mistral-7B-Instruct-v0.3,A,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,A,False,False,False,False,True,True,True,True
medical_genetics,A,mistralai/Mistral-7B-Instruct-v0.3,D,False,A,True,False,True,False,D,False,False,False,False,A,True,False,True,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,D,False,False,False,False,A,True,False,True,False,True,True,True,True
medical_genetics,C,mistralai/Mistral-7B-Instruct-v0.3,C,True,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,C,True,False,False,False,True,True,True,True
miscellaneous,B,mistralai/Mistral-7B-Instruct-v0.3,B,True,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,B,True,False,False,False,True,True,True,True
