model,subject,true_answer,ans_clean,clean_correct,best_cloak,dsr_cloak_only,best_trap,dsr_trap_only,ans_stacked,dsr_stacked,changed_stacked
Llama-1B,professional_law,A,A,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,professional_law,D,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,professional_medicine,B,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,professional_medicine,B,B,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,True,True
Llama-1B,professional_medicine,D,D,True,T1.2-Backspace-Mid2,True,T4.4-Mixed-End,True,A,True,True
Llama-1B,professional_medicine,D,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,professional_medicine,A,A,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,professional_psychology,C,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,professional_psychology,C,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,professional_psychology,C,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,professional_psychology,D,D,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,True,True
Llama-1B,professional_psychology,B,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,public_relations,C,C,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,B,True,True
Llama-1B,public_relations,C,D,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,True
Llama-1B,public_relations,C,D,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,D,False,False
Llama-1B,public_relations,A,D,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,True
Llama-1B,public_relations,B,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,security_studies,C,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,security_studies,D,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,security_studies,D,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,security_studies,D,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,security_studies,A,A,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,sociology,A,A,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,sociology,A,A,True,T1.2-Backspace-Mid2,True,T4.4-Mixed-End,False,A,False,False
Llama-1B,sociology,D,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,sociology,B,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,sociology,C,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,us_foreign_policy,A,A,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,us_foreign_policy,D,C,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,True
Llama-1B,us_foreign_policy,D,D,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,True,A,True,True
Llama-1B,us_foreign_policy,C,C,True,T1.2-Backspace-Mid2,True,T4.4-Mixed-End,True,A,True,True
Llama-1B,us_foreign_policy,A,A,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,virology,C,D,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,True
Llama-1B,virology,C,B,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,True
Llama-1B,virology,D,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,virology,C,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,virology,A,A,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,world_religions,A,C,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,True
Llama-1B,world_religions,A,A,True,T1.2-Backspace-Mid2,True,T4.4-Mixed-End,False,A,False,False
Llama-1B,world_religions,B,B,True,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,True,True
Llama-1B,world_religions,C,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,A,False,False
Llama-1B,world_religions,C,A,False,T1.2-Backspace-Mid2,False,T4.4-Mixed-End,False,D,False,True
Llama-3B,abstract_algebra,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,abstract_algebra,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,abstract_algebra,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,True,True
Llama-3B,abstract_algebra,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,abstract_algebra,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,anatomy,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,anatomy,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,anatomy,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,anatomy,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,anatomy,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,astronomy,B,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,astronomy,A,A,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,A,False,False
Llama-3B,astronomy,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,astronomy,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,astronomy,D,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,business_ethics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,business_ethics,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,business_ethics,B,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,business_ethics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,business_ethics,B,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,clinical_knowledge,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,clinical_knowledge,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,clinical_knowledge,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,clinical_knowledge,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,True,True
Llama-3B,clinical_knowledge,D,D,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,D,False,False
Llama-3B,college_biology,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,college_biology,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,college_biology,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,college_biology,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,True,True
Llama-3B,college_biology,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,college_chemistry,D,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,college_chemistry,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,college_chemistry,D,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,college_chemistry,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,college_chemistry,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,college_computer_science,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,C,True,True
Llama-3B,college_computer_science,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,college_computer_science,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,D,False,False
Llama-3B,college_computer_science,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,college_computer_science,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,college_mathematics,C,C,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,A,True,True
Llama-3B,college_mathematics,C,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,college_mathematics,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,college_mathematics,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,college_mathematics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,college_medicine,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,college_medicine,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,college_medicine,B,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,college_medicine,C,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,college_medicine,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,college_physics,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,college_physics,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,college_physics,D,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,college_physics,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,college_physics,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,computer_security,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,computer_security,B,B,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,C,True,True
Llama-3B,computer_security,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,computer_security,D,D,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,A,True,True
Llama-3B,computer_security,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,conceptual_physics,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,conceptual_physics,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,conceptual_physics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,True,True
Llama-3B,conceptual_physics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,B,True,True
Llama-3B,conceptual_physics,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,econometrics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,econometrics,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,econometrics,C,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,econometrics,C,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,econometrics,B,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,electrical_engineering,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,electrical_engineering,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,electrical_engineering,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,electrical_engineering,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,electrical_engineering,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,elementary_mathematics,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,elementary_mathematics,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,elementary_mathematics,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,elementary_mathematics,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,B,True,True
Llama-3B,elementary_mathematics,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,formal_logic,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,formal_logic,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,formal_logic,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,formal_logic,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,formal_logic,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,global_facts,B,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,global_facts,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,global_facts,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,B,False,False
Llama-3B,global_facts,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,C,False,False
Llama-3B,global_facts,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_biology,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_biology,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_biology,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,A,True,True
Llama-3B,high_school_biology,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_biology,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_chemistry,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_chemistry,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_chemistry,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_chemistry,B,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_chemistry,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_computer_science,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_computer_science,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,high_school_computer_science,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,B,False,False
Llama-3B,high_school_computer_science,B,B,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,C,True,True
Llama-3B,high_school_computer_science,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_european_history,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,high_school_european_history,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_european_history,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,D,False,False
Llama-3B,high_school_european_history,B,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_european_history,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_geography,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_geography,B,B,True,T1.2-Backspace-High5,True,T4.4-High-End10,True,A,True,True
Llama-3B,high_school_geography,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,high_school_geography,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,high_school_geography,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_government_and_politics,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_government_and_politics,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_government_and_politics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,high_school_government_and_politics,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_government_and_politics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,high_school_macroeconomics,A,A,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_macroeconomics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,high_school_macroeconomics,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_macroeconomics,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_macroeconomics,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_mathematics,C,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,high_school_mathematics,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,A,True,True
Llama-3B,high_school_mathematics,B,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_mathematics,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_mathematics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,B,True,True
Llama-3B,high_school_microeconomics,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_microeconomics,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_microeconomics,D,D,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,C,True,True
Llama-3B,high_school_microeconomics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,high_school_microeconomics,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_physics,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_physics,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,high_school_physics,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_physics,D,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_physics,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_psychology,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,A,False,False
Llama-3B,high_school_psychology,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_psychology,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_psychology,C,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,high_school_psychology,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_statistics,D,D,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,A,True,True
Llama-3B,high_school_statistics,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,high_school_statistics,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_statistics,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_statistics,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,A,True,True
Llama-3B,high_school_us_history,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_us_history,B,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_us_history,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_us_history,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,high_school_us_history,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,high_school_world_history,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_world_history,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,high_school_world_history,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,True
Llama-3B,high_school_world_history,B,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,high_school_world_history,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,human_aging,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,human_aging,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,human_aging,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,human_aging,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,human_aging,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,human_sexuality,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,human_sexuality,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,human_sexuality,C,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,True
Llama-3B,human_sexuality,D,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,human_sexuality,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,international_law,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,international_law,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,international_law,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,C,False,False
Llama-3B,international_law,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,international_law,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,jurisprudence,C,C,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,A,True,True
Llama-3B,jurisprudence,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,jurisprudence,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,jurisprudence,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,B,False,False
Llama-3B,jurisprudence,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,logical_fallacies,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,logical_fallacies,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,logical_fallacies,B,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,logical_fallacies,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,logical_fallacies,B,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,machine_learning,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,machine_learning,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,machine_learning,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,machine_learning,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,machine_learning,B,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,management,A,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,management,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,management,D,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,management,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,management,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,marketing,D,D,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,marketing,A,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,marketing,C,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,marketing,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,marketing,C,C,True,T1.2-Backspace-High5,True,T4.4-High-End10,False,B,True,True
Llama-3B,medical_genetics,A,A,True,T1.2-Backspace-High5,True,T4.4-High-End10,True,D,True,True
Llama-3B,medical_genetics,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,medical_genetics,B,B,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,False
Llama-3B,medical_genetics,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,medical_genetics,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,miscellaneous,B,D,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,D,False,False
Llama-3B,miscellaneous,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,True,True
Llama-3B,miscellaneous,A,B,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,miscellaneous,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,miscellaneous,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,True
Llama-3B,moral_disputes,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,moral_disputes,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,moral_disputes,D,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,C,False,False
Llama-3B,moral_disputes,D,A,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,False,False
Llama-3B,moral_disputes,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,False,A,True,True
Llama-3B,moral_scenarios,A,A,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,A,False,False
Llama-3B,moral_scenarios,A,C,False,T1.2-Backspace-High5,False,T4.4-High-End10,False,B,False,True
Llama-3B,moral_scenarios,C,C,True,T1.2-Backspace-High5,False,T4.4-High-End10,True,B,True,True
